ROOF AGE,Permit Number,Permit Type,Description,Address,LAT,LON
3,20221146595,Commercial Roofing,"BLDG 4:  RERROOF, SHINGLE, MULTI FAM, 6/12 PITCH, 76 SQ., FL. 10124.1","23480 CHARLESTON CIR, 4, PORT CHARLOTTE FL 33980",26.96817227173167,-82.05952863
3,20221146608,Residential Roofing,Replace existing asphalt shingles with new,"5266 FLEMING ST, PORT CHARLOTTE FL 33981",26.95260239407499,-82.22250368
3,20221146707,Commercial Roofing,"BLDG 9: REROOF, SHINGLE, MULTI FAM, 6/12 PITCH, 132 SQ., FL. 10124.1","23503 CHARLESTON CIR, 9, PORT CHARLOTTE FL 33980",26.968028237140988,-82.0587896
3,20221146735,Residential Roofing,RE-ROOF,"4284 TREE TOPS DR, PORT CHARLOTTE FL 33953",26.969511010440097,-82.21514134
3,20221146841,Residential Roofing,roof replacement shingle,"24559 BUCKINGHAM WAY, PORT CHARLOTTE FL 33980",27.008548447651552,-82.04262777
3,20221146870,Residential Roofing,Re-roof,"25452 SHORE DR, 6, Punta Gorda FL 33950",26.948997956140865,-82.02739837
3,20221147517,Residential Roofing,roof replacement,"12716 BUFFING RD, Port Charlotte FL 33981",26.94124351051575,-82.2385126
3,20221146815,Residential Roofing,Re-Roof Shingle Hurricane Ian Damage,"10094 WINDING RIVER RD, PUNTA GORDA FL 33950",26.889899156332834,-81.99991274
3,20221146837,Residential Roofing,Re-Roof,"28202 ARROWHEAD CIR, PUNTA GORDA FL 33982",26.95247886329572,-81.99199267
3,20221146888,Residential Roofing,New shingle roof,"18289 WOLBRETTE CIR, PORT CHARLOTTE FL 33948",26.964025592896213,-82.15147396
3,20221146855,Residential Roofing,REROOF,"23341 BILLINGS AVE, PORT CHARLOTTE FL 33954",27.01915360142004,-82.06369779
3,20221147079,Residential Roofing,Residential Shingle Roof Replacement,"13420 RAYBURN LN, PORT CHARLOTTE FL 33981",26.899679139510994,-82.22666925
3,20221146635,Residential Roofing,TILE REROOF WITH SWB,"8590 LAKESIDE DR, ENGLEWOOD FL 34224",26.92428388933697,-82.30804444
3,20221146752,Residential Roofing,Reroof with TPO single ply membrane,"8420 TANAKA DR, ENGLEWOOD FL 34224",26.941379671584798,-82.30918887
3,20221146483,Residential Roofing,TILE REROOF WITH SWB POLYGLASS TU PLUS,"8430 GATEWAY CT, ENGLEWOOD FL 34224",26.92879286,-82.30745694
3,20221146853,Residential Roofing,Re-Roof,"14100 CHESSWOOD LN, PORT CHARLOTTE FL 33981",26.906387429917913,-82.22042849
3,20221146638,Residential Roofing,REROOF,"5302 CHANEY TER, PORT CHARLOTTE FL 33981",26.95215614772584,-82.2357331
3,20221146865,Residential Roofing,ReRoof Asphalt Shingles,"3224 MAGNOLIA WAY, PUNTA GORDA FL 33950",26.90923110538669,-82.05029297
3,20221146631,Residential Roofing,Re-Roof - Hurricane Ian,"88 LONG MEADOW LN, ROTONDA WEST FL 33947",26.896341326376994,-82.2603913
3,20221146743,Residential Roofing,"Remove existing roof to decking.  Renail to code. Install ice&Water shield underlayment 17322.1, Install Architectural shingles 16305.1","7609 WEST LENOX CIR, PUNTA GORDA FL 33950",26.92442731408064,-82.0268469
3,20221146880,Residential Roofing,Reroof of Dwelling,"16 SPORTSMAN WAY, ROTONDA WEST FL 33947",26.903409864129745,-82.26564031
3,20221146617,Residential Roofing,Remove existing roof and underlaymentInstall new underlayment.  Install 5v metal panels on top of underlayment,"31 S GULF BLVD, B, PLACIDA FL 33946",26.86018216990158,-82.31306434
3,20221146826,Residential Roofing,"Remove existing and install new OC Shingles FL#10674.R16, Peel and Stick Underlayment FL#2569.R24, 46SQS, 6/12","141 WHITE MARSH LN, ROTONDA WEST FL 33947",26.890831049312137,-82.26607518
3,20221151472,Residential Roofing,RE-ROOF SHINGLE,"26376 VILLA MARIA DR, PUNTA GORDA FL 33983",27.023939048262413,-82.01324458
3,20221146769,Commercial Roofing,"BLDG 12: REROOF, SHINGLE, MULTI FAM, 84SQ, 6/12, PITCH, FL. 10124.1","23520 CHARLESTON CIR, 12, PORT CHARLOTTE FL 33980",26.96781022401358,-82.05831495
3,20221146862,Residential Roofing,Tile Tear off Shingle Re-roof,"2565 KLASS TER, PORT CHARLOTTE FL 33981",26.98894877256021,-82.24861143
3,20221146710,Residential Roofing,Roof replacement saturday,"24909 DRUMBLAIRE CT, PORT CHARLOTTE FL 33980",27.00321112045236,-82.03970034
3,20221146642,Residential Roofing,Re-roof asphalt shingle roof,"164 CADDY RD, ROTONDA WEST FL 33947",26.890090858499764,-82.2826767
3,20221146524,Residential Roofing,NEW ROOF,"1830 FAUST DR, ENGLEWOOD FL 34224",26.928918860128167,-82.31692505
3,20221146863,Residential Roofing,Re-Roof 29sq/ 5/12 pitch - 24 Gauge GulfLok Standing Seam Metal Roof,"11870 VAN LOON AVE, PORT CHARLOTTE FL 33981",26.942230204212635,-82.25972752
