ROOF AGE,Permit Number,Permit Type,Description,Address,LAT,LON
28,98010268,Building/Trade Permits/Residential/Roofing,SHINGLE RE-ROOF  SLOPE:3/12,"3120 COQUINA ESPLANADE, PUNTA GORDA",26.974817138755995,-81.97983553
27,98020730,Building/Accessories/Residential/Lanai,15'6 X 63' FLATDOWN ROOFOVER MOBILE HOME ONLY,"312 CALLE LIANA, ENGLEWOOD 34224",26.932640184098545,-82.31955717
27,98040689,Building/Construction/Residential/Addition,"GLASS ROOM, EXIST FLOOR & ROOF","246 VIA DELUNA, ENGLEWOOD 34224",26.93100541223455,-82.32106014
27,98040333,Building/Accessories/Residential/Lanai,ROOF OVER  MOBILE HOME ONLY,"23 AMSTERDAM, PUNTA GORDA FL 33950",26.901943082697372,-82.04386137
27,98050505,Building/Trade Permits/Residential/Roofing,REROOF MOBILE HOME WITH SINGLE PLY RUBBER,"225 VIA DELUNA, ENGLEWOOD 34224",26.932962364838954,-82.32064056
27,98090496,Building/Trade Permits/Residential/Roofing,SHINGLE RE-ROOF   4/12,"141 VIA MADONNA, ENGLEWOOD",26.93143835475837,-82.31732182
27,98120961,Building/Accessories/Residential/Lanai,MOBILE HOME ROOF OVER ONLY,"126 VIA MADONNA, ENGLEWOOD",26.93290337812962,-82.31766514
27,99010551,Building/Accessories/Residential/Lanai,"25.5X38 ROOF OVER MH, 8X25 ROLLED ROOF OVER GLASS","3004 COQUINA ESPLANADE, PUNTA GORDA",26.973615609838177,-81.97979734
26,99021232,Building/Accessories/Residential/Lanai,ALUMINUM ROOF OVER VINYL & GLASS RM,"3318 COQUINA ESPLANADE, PUNTA GORDA",26.975990185909257,-81.97985074
26,99021259,Building/Accessories/Residential/Lanai,ROOF OVER MOBILE HOME ONLY,"278 VIA DELUNA, ENGLEWOOD",26.927654353027595,-82.32108306
27,99020257,Building/Trade Permits/Residential/Roofing,REROOF WITH SINGLE PLY RUBBER MEMBRANE,"516 ALTA VISTA, ENGLEWOOD",26.93113516818393,-82.31919105
26,1999111218,Building/Trade Permits/Residential/Roofing,REPLACE OLD ROOF RE-ROOF,"8440 LITTLE GASPARILLA ISLAND, PLACIDA",26.83622365214281,-82.29619601
25,2000060010,Building/Accessories/Residential/Carport,"INSTALL SCREEN ROOM, ROOF AND CARPORT ONE XISTING SLAB. PLAN ALTERATION: GUARDRAILS REQUIRED, 4"" SPHERE","2911 COQUINA ESPLANADE, PUNTA GORDA",26.972740186823366,-81.9802094
25,2000100953,Building/Accessories/Residential/Cage,"TEAR OUT CAGE & PAN ROOF, INSTALL MANSARD CAGE & PAN ROOF","105 RIO DE PAZ, PORT CHARLOTTE",26.9666347,-82.03771971
25,2000100218,Building/Trade Permits/Residential/Roofing,"SHINGLE OVER RE-ROOF, 5/12 SLOPE","340 ANCHOR ROW, PLACIDA",26.84779737366802,-82.28951268
24,2001030327,Building/Accessories/Residential/Lanai,"LOT #17,   14X20RAISED SLAB/14X20SCREEN ROOM/16X22 ALUM ROOF. PLAN ALTERATION: P/C SIZE CHANGE","3113 COQUINA ESPLANADE, PUNTA GORDA",26.97448550994249,-81.9802475
24,2001030095,Building/Trade Permits/Residential/Roofing,SHINGLE OVER SHINGLE/ 4/12 SLOPE,"8410 LITTLE GASPARILLA ISLAND, PLACIDA",26.837190530955734,-82.29430389
24,2001040203,Building/Trade Permits/Residential/Roofing,REMOVE EXISTING ROOF/RE-ROOF W/PBR PANELS,"9266 LITTLE GASPARILLA ISLAND, PLACIDA",26.82715417602911,-82.28721612
24,2001071727,Building/Trade Permits/Residential/Roofing,SHINGLE & RUBEROID RE-ROOF    SLOPE:4.5/12,"13045 VIA CASSIA, PLACIDA",26.84139622900171,-82.27363583
24,2001080376,Building/Accessories/Residential/Lanai,"A-FRAME, BUILD UP, ROOFOVER, 12'X45' & 12'4""X28' ALL ALUM FRAM, SLAB, POSTS  INCLUDES ROW","238 VIA DELUNA, ENGLEWOOD FL 34224",26.93181596496529,-82.32108304
24,2001091049,Building/Trade Permits/Residential/Roofing,SHINGLE REROOF SLOPE 2.5:12,"3319 COQUINA ESPLANADE, PUNTA GORDA",26.97579641191885,-81.98036019
24,2001090787,Building/Trade Permits/Residential/Roofing,REMOVE SHINGLE ROOF AND RE-SHINGLE - 4-12 SOPE,"123 RIO DE PAZ, PORT CHARLOTTE",26.967949053392005,-82.03769685
24,2001090387,Building/Trade Permits/Residential/Roofing,26 GUAGE 5V GALVALUME ROOF & INSTALLATION OF NEW SPECS ON FILE  ORIG 9-25-01,"13084 VIA FLAVIA, PLACIDA",26.83977323,-82.27279669
24,2001100490,Building/Trade Permits/Residential/Roofing,TEAR OFF RESHINGLE MH,"2918 COQUINA ESPLANADE, PUNTA GORDA",26.97316545830073,-81.97978971
24,2001111699,Building/Trade Permits/Residential/Roofing,INSTALLING 26 GAUGE 5V GALVALUME ROOF         SLOPE:8/12,"500 ANCHOR ROW, PLACIDA",26.845102363261336,-82.28855137
24,2002011546,Building/Trade Permits/Residential/Roofing,REROOF GALVACOOM  6/12,"9740 LITTLE GASPARILLA ISLAND, PLACIDA FL 33946",26.821845946523865,-82.28343959
24,2002020341,Building/Accessories/Residential/Lanai,RE-ROOF SINGLE PLY MEMBRANE,"505 ALTA VISTA, ENGLEWOOD",26.93152246636937,-82.32028956
24,2002020144,Building/Trade Permits/Residential/Roofing,RE ROOF SLOPE 5X12  SOUTHEASTERN METALS MFG,"400 ANCHOR ROW, PLACIDA",26.845632671921226,-82.28810888
23,2002052316,Building/Trade Permits/Residential/Roofing,SHINGLE RE-ROOF            SLOPE:3/12 & 4/12,"320 ANCHOR ROW, PLACIDA",26.848134959909906,-82.29021459
23,2002120291,Building/Trade Permits/Residential/Roofing,TEAR OFF & RE-SHINGLE,"3021 COQUINA ESPLANADE, PUNTA GORDA",26.97384835593724,-81.98023218
22,2003071409,Building/Accessories/Residential/Carport,"CARPORT, OPEN PATIO & ROOF, & CEMENT     NO ROW","528 ALTA VISTA, ENGLEWOOD 34224",26.93110643482297,-82.31792442
22,2003070144,Building/Accessories/Residential/Lanai,LOT 64A     ALUMINUM ROOF OVER,"102 VIA MADONNA, ENGLEWOOD 34224",26.933416296694823,-82.3187179
22,2003110724,Building/Accessories/Residential/Lanai,ALUM ROOF OVER MH ONLY,"3316 COQUINA ESPLANADE, PUNTA GORDA 33982",26.975852825574446,-81.97986604
22,2003110476,Building/Accessories/Residential/Lanai,REROOF: SINGLE PLY MEMBRANE OVER EXISTING ROOF  2/12  18 SQ.S  #3274,"57 ROTTERDAM, PUNTA GORDA 33950",26.901189728127395,-82.04199226
22,2003110324,Building/Trade Permits/Residential/Roofing,REPLACEMENT METAL ROOF       SLOPE:2/12,"9810 LITTLE GASPARILLA ISLAND, PLACIDA 33946",26.820022500696762,-82.2835693
22,2003122058,Building/Trade Permits/Residential/Roofing,RE ROOF SINGLE PLY MEMBRANE OVER EXISTING ROOF ( BOAT HOUSE),"675 VIA CALA, ENGLEWOOD FL 34224",26.927766779678592,-82.3182678
22,2004011500,Building/Trade Permits/Residential/Roofing,RE ROOF SINGLE PLY MEMBRANE OVER EXISTING ROOF,"127 VIA MADONNA, ENGLEWOOD 34224",26.932962302881165,-82.31729886
22,2004011018,Building/Accessories/Residential/Lanai,#208                        REROOF-SINGLE PLY MEMBRANE - 1850 SQ FT,"208 EAGLE, PUNTA GORDA 33950",26.87718124763072,-82.00235706
22,2004010092,Building/Trade Permits/Residential/Roofing,#213  RE ROOF  SLOPE 3/12  1200 SQ'S,"213 SPRUCE, PUNTA GORDA 33955",26.771022912300246,-81.92606869
21,2004032365,Building/Trade Permits/Residential/Roofing,SHINGLE OVER SHINGLE           SLOPE:5/12,"13085 VIA FLAMINIA, PLACIDA 33946",26.839618443263173,-82.27198887
21,2004030793,Building/Trade Permits/Residential/Roofing,REPLACE EXISTING ROOF W/ METAL            SLOPE:8/12 & 4/12,"13074 VIA FLAVIA, PLACIDA 33946",26.83999255897938,-82.27256014
21,2004063163,Building/Trade Permits/Residential/Roofing,"LOT 3 ,  RE-ROOF, REPLACEMENT, SINGLE PLY MEMBRANE, 1/12","3 PINE, PUNTA GORDA 33955",26.77263110573828,-81.92986622
21,2004071000,Building/Trade Permits/Residential/Roofing,RE-ROOF; METAL REPLACEMENT OVER SHINGLE         SLOPE:4/12-------ORIGINAL 07-27-2004,"13065 VIA AURELIA, PLACIDA 33946",26.841367753083944,-82.27537531
21,2004095741,Building/Trade Permits/Residential/Roofing,"REROOF, WITH SINGLE PLY MEMBRANE, 2/12 GAF EVERGUARD HURRICANE DAMAGE","77 E CYPRESS, PUNTA GORDA 33955",26.772121243427716,-81.92403635
21,2004093170,Building/Trade Permits/Residential/Roofing,#146                                  ROOF REPLACEMENT  SLOPE 3/12  8 SQ'S,"146 TARPON, PUNTA GORDA 33950",26.878605031231398,-82.000887
21,2004093172,Building/Trade Permits/Residential/Roofing,#154    ROOF REPLACEMENT  SLOPE 3/12  8 SQ'S,"154 TARPON, PUNTA GORDA 33950",26.878556888549102,-82.00162321
21,2004092966,Building/Trade Permits/Residential/Roofing,111-115 DUPLEX  RE ROOF SHINGLE 4/12 SLOPE STORM DAMAGE              ORIGINAL 9/22/04,"111 RIO DE PAZ, PORT CHARLOTTE 33980",26.967247036001464,-82.0377045
21,2004092602,Building/Accessories/Residential/Lanai,ALUM ROOF OVER MH ONLY    STORM DAMAGE,"3212 COQUINA ESPLANADE, PUNTA GORDA 33982",26.975378135333933,-81.97985841
21,2004092076,Building/Accessories/Residential/Lanai,ALUM ROOF OVER - STORM REPLACEMENT,"3316 COQUINA ESPLANADE, PUNTA GORDA 33982",26.975852825574446,-81.97986604
21,2004107075,Building/Trade Permits/Residential/Roofing,REROOF,"7525 LIGUSTRUM, PUNTA GORDA 33955",26.86769675976116,-82.01147459
21,2004103965,Building/Trade Permits/Residential/Roofing,REMOVE AND REDAMAGED ROOF,"7530 CARAMBOLA, PUNTA GORDA 33955",26.867727305014842,-82.01858522
21,2004103439,Building/Trade Permits/Residential/Roofing,RE-ROOF,"7369 SCHEFFLERA, PUNTA GORDA 33955",26.870554015655756,-82.01381684
21,2004105548,Building/Trade Permits/Residential/Roofing,"LOT 38B, (MACDONALD) RE-ROOF, REPLACEMENT, SHINGLE 3/12 DUE TO STORM DAMAGE","24 ROTTERDAM, PUNTA GORDA 33950",26.90304381736718,-82.04141236
21,2004104901,Building/Trade Permits/Residential/Roofing,RE-ROOF; SHINGLE REPLACEMENT SLOPE:4/12  -- HURRICANE DAMAGE,"2911 COQUINA ESPLANADE, PUNTA GORDA 33982",26.972740186823366,-81.9802094
21,2004101134,Building/Trade Permits/Residential/Roofing,REROOF,"141 ACALYPHA, PUNTA GORDA 33955",26.868883228829734,-82.00925448
21,2004118407,Building/Trade Permits/Residential/Roofing,RE-ROOF; SHINGLE & POLYGLASS REPLACEMENT SLOPE:3/12  -- STORM DAMAGE,"13055 VIA CASSIA, PLACIDA 33946",26.84113304750101,-82.27394098
21,2004120791,Building/Trade Permits/Residential/Roofing,RE-ROOF,"473 GOLD TREE, PUNTA GORDA 33955",26.866351984227908,-82.01656344
21,2005015396,Building/Construction/Residential/Addition,REPAIR 2 SQ 5 E METAL ROOFING -  REPLACE SEVEN 6X6 STRUCTURAL POST DAMAGED BY STORM,"110 RIO DE PAZ, PORT CHARLOTTE 33980",26.966894050302443,-82.03821557
21,2005023298,Building/Trade Permits/Residential/Roofing,RE-ROOF; METAL REPLACEMENT SLOPE:6/12,"13094 VIA CASSIA, PLACIDA 33946",26.839902763879667,-82.2743683
21,2005023357,Building/Trade Permits/Residential/Electrical,EXTEND ELECTRICAL RISER PIPE THRU THE ROOF,"8438 LITTLE GASPARILLA ISLAND, PLACIDA 33946",26.83628457,-82.29606632
21,2005020439,Building/Trade Permits/Residential/Roofing,RE-ROOF; SHINGLE REPLACEMENT SLOPE:4/12,"652 VIA CALA, ENGLEWOOD FL 34224",26.930221523868184,-82.31860352
20,2005038240,Building/Accessories/Residential/Carport,REPLACE ROOF OVER AND REPLACE SCREEN ROOM,"33 ROTTERDAM, PUNTA GORDA 33950",26.903082014980924,-82.04100795
20,2005038241,Building/Accessories/Residential/Carport,REPLACE ROOF OVER AND ENCLOSED SCREEN ROOM ORIGINAL 5/17/05,"24 ROTTERDAM, PUNTA GORDA 33950",26.90304381736718,-82.04141236
20,2005030753,Building/Trade Permits/Residential/Roofing,REROOF SHINGLE,"3319 COQUINA ESPLANADE, PUNTA GORDA 33982",26.97579641191885,-81.98036019
20,2005044741,Building/Trade Permits/Residential/Roofing,BLDG J  -- RE-ROOF; SHINGLE REPLACEMENT SLOPE:3/12  -- STORM DAMAGE,"9400 LITTLE GASPARILLA ISLAND, PLACIDA 33946",26.824749944010755,-82.28651036
20,2005044739,Building/Trade Permits/Residential/Roofing,BLDG G   --RE-ROOF; SHINGLE REPLACEMENT SLOPE:3/12  -- STORM DAMAGE,"9400 LITTLE GASPARILLA ISLAND, PLACIDA 33946",26.824749944010755,-82.28651036
20,2005042704,Building/Accessories/Residential/Cage,REPLACEMENT FREE STANDING SCREEN ROOM 12' X 55' ROOF AND 10' X 20' SCREEN ROOM,"3212 COQUINA ESPLANADE, PUNTA GORDA 33982",26.975378135333933,-81.97985841
20,2005084261,Building/Trade Permits/Residential/Roofing,RE-ROOF; TILE & FLAT REPLACEMENT SLOPE:4/12,"390 ANCHOR ROW, PLACIDA 33946",26.846027231123962,-82.28812403
20,2005110640,Building/Accessories/Residential/Shed,"12 X 16 DCA  PORTABLE METAL SHED, WOOD SKIDS, SOIL ANCHORS","316 CALLE LIANA, ENGLEWOOD 34224",26.93261517,-82.31914518
20,2005120718,Building/Trade Permits/Residential/Roofing,REROOF W SINGLE PLY MEMBRAINE,"279 BALSAM, PUNTA GORDA 33955",26.770248497802783,-81.92477379
20,2006013250,Building/Trade Permits/Residential/Roofing,REROOF W/ SINGLE PLY MEMBRANE,"161 VIA MADONNA, ENGLEWOOD 34224",26.929353632764496,-82.31736759
20,2006010546,Building/Accessories/Residential/Carport,5X22 ROOF & 13X19 CARPORT,"657 VIA CALA, ENGLEWOOD 34224",26.92966280136816,-82.31822198
